Player,Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,season,team,Ht,Wt,Exp,PER,TS%,3PAr,AST%,STL%,BLK%,TOV%,USG%,OWS,WS,WS/48,BPM,OBPM,VORP,TRB%
Adrian Branch,SF,24,20,3,15.4,2.8,6.7,.418,0.1,0.3,.200,2.8,6.5,.426,.422,1.0,1.2,.870,1.0,1.4,2.4,0.8,0.8,0.6,1.5,2.1,6.7,1988/1989,NJN,6-7,185,1,10.4,.461,.037,8.3,2.5,2.2,16.8,23.7,-0.5,-0.1,-0.021,-4.3,-3.8,-0.2,9.0
Randy Breuer,C,27,81,73,27.9,4.8,9.7,.495,0.0,0.0,0,4.8,9.7,.495,.495,2.3,3.5,.657,2.4,4.4,6.8,1.3,0.6,1.3,1.3,2.4,12.0,1988/1989,MIL,7-3,230,4,15.3,.530,.000,6.7,1.0,2.8,10.5,19.0,2.4,5.1,.109,-0.1,-0.1,1.1,13.7
Frank Brickowski,C,28,70,68,31.8,6.1,11.5,.528,0.0,0.1,.200,6.1,11.4,.530,.529,3.8,5.0,.768,2.4,4.5,6.9,3.8,1.1,0.5,3.0,3.9,16.0,1988/1989,SAS,6-9,240,3,16.0,.584,.006,16.0,1.5,0.9,17.8,20.7,3.0,4.1,.088,-0.6,0.3,0.8,11.7
Michael Brooks,SF,29,16,0,8.3,1.3,3.1,.408,0.0,0.0,0,1.3,3.1,.408,.408,0.2,0.3,.750,1.2,1.6,2.8,0.8,0.3,0.1,0.8,1.3,2.7,1988/1989,DEN,6-7,220,5,9.6,.424,.000,12.2,1.4,0.4,19.1,18.4,-0.1,0.0,.016,-5.7,-4.2,-0.1,17.4
Mike Brown,C,24,46,27,12.8,1.7,3.8,.448,0.0,0.0,.000,1.7,3.8,.451,.448,0.9,1.5,.577,1.4,2.0,3.5,0.6,0.2,0.1,0.8,1.8,4.3,1988/1989,CHI,6-9,257,1,10.0,.480,.006,6.5,0.9,0.4,15.6,17.7,0.0,0.7,.058,-5.5,-3.9,-0.5,15.4
Steve Burtt,SG,25,19,0,16.4,3.3,7.3,.449,0.0,0.2,.000,3.3,7.1,.463,.449,2.5,3.6,.681,0.3,1.1,1.4,2.0,0.5,0.3,2.1,2.9,9.0,1988/1989,LAC,6-2,185,1,10.2,.508,.029,20.1,1.5,0.9,19.2,27.2,-0.4,-0.1,-0.019,-5.3,-4.5,-0.3,4.6
Michael Cage,PF,26,72,70,36.9,5.0,10.6,.470,0.0,0.0,.000,5.0,10.6,.471,.470,4.5,6.6,.688,5.2,7.9,13.0,1.5,1.3,0.8,2.2,2.7,14.5,1988/1989,LAC,6-9,224,3,16.4,.537,.001,6.2,1.6,1.2,14.1,17.3,2.9,6.7,.121,-0.6,0.0,0.9,18.8
Tony Campbell,SF,25,13,1,18.6,4.4,7.8,.564,0.1,0.2,.333,4.3,7.5,.571,.569,2.2,3.0,.718,0.6,1.5,2.1,1.2,0.8,0.2,2.0,3.2,11.0,1988/1989,LAL,6-7,215,3,14.2,.605,.030,9.3,2.2,0.5,18.0,24.9,0.2,0.4,.079,-3.5,-2.9,-0.1,6.3
Rick Carlisle,SG,28,26,0,7.8,1.1,2.6,.433,0.2,0.7,.353,0.9,1.9,.460,.478,0.4,0.4,.909,0.2,0.3,0.5,1.2,0.4,0.2,0.8,1.5,2.8,1988/1989,NYK,6-5,210,3,9.0,.515,.254,22.2,2.6,1.2,23.4,18.7,-0.1,0.2,.036,-1.5,-2.5,0.0,3.6
Antoine Carr,PF,26,80,2,18.5,3.5,6.5,.544,0.0,0.1,.250,3.5,6.4,.546,.544,1.8,2.3,.780,1.2,2.4,3.6,1.3,0.5,1.0,1.5,3.4,8.8,1988/1989,ATL,6-9,225,3,15.5,.590,.008,10.2,1.3,3.4,16.3,20.2,2.0,3.8,.122,0.3,-1.0,0.9,10.8
Joe Barry Carroll,C,29,14,14,29.1,5.6,14.9,.378,0.0,0.1,.000,5.6,14.9,.380,.378,4.2,5.3,.797,1.5,5.1,6.6,1.4,0.9,1.8,3.1,3.3,15.5,1988/1989,GSW,7-0,225,6,11.8,.449,.005,6.8,1.5,3.6,15.1,28.2,-0.8,-0.4,-0.048,-5.0,-4.2,-0.3,12.7
Joe Barry Carroll,C,29,63,16,25.3,5.1,11.3,.452,0.0,0.0,.000,5.1,11.3,.452,.452,1.8,2.4,.748,1.7,4.5,6.3,1.5,0.6,1.3,1.9,2.4,12.0,1988/1989,HOU,7-0,225,6,14.0,.486,.001,8.7,1.1,2.8,13.4,22.7,-0.4,2.0,.061,-1.5,-1.7,0.2,13.0
Bill Cartwright,C,30,82,4,20.4,3.5,6.4,.544,0.0,0.0,0,3.5,6.4,.544,.544,4.1,5.2,.798,1.5,3.1,4.7,1.0,0.5,0.5,1.6,2.9,11.1,1988/1989,NYK,7-1,245,7,17.8,.639,.000,7.5,1.2,1.6,15.9,20.6,4.3,6.4,.183,2.0,1.5,1.7,13.1
Terry Catledge,PF,24,70,40,23.0,4.2,8.4,.506,0.0,0.0,.000,4.2,8.3,.508,.506,2.2,3.4,.655,2.6,3.1,5.7,0.9,0.5,0.1,1.4,2.5,10.7,1988/1989,WSB,6-8,220,2,14.7,.542,.003,5.9,1.0,0.3,12.8,20.2,2.0,3.5,.103,-1.6,0.0,0.1,13.8
Tom Chambers,PF,28,82,82,32.7,7.5,16.6,.448,0.4,1.3,.303,7.0,15.3,.461,.460,5.1,6.3,.807,1.6,4.3,6.0,2.6,1.1,0.6,2.5,3.6,20.4,1988/1989,SEA,6-10,220,6,16.8,.526,.080,11.9,1.6,1.2,11.6,27.0,3.7,6.4,.114,0.0,0.8,1.3,10.3
Maurice Cheeks,PG,31,79,79,36.3,5.4,10.9,.495,0.0,0.3,.136,5.4,10.7,.504,.497,2.9,3.5,.825,0.7,2.5,3.2,8.0,2.1,0.3,2.0,1.5,13.7,1988/1989,PHI,6-1,180,9,18.0,.551,.025,33.6,2.9,0.5,14.0,16.9,6.1,8.3,.138,3.4,2.6,3.9,5.1
Ben Coleman,PF,26,27,10,24.3,4.3,8.9,.483,0.0,0.1,.000,4.3,8.8,.487,.483,2.4,3.1,.774,2.1,4.3,6.4,1.4,1.0,0.6,2.7,4.1,11.0,1988/1989,NJN,6-9,235,1,13.2,.536,.008,9.4,2.1,1.5,20.6,22.4,-0.2,0.6,.041,-3.2,-3.1,-0.2,15.2
Ben Coleman,PF,26,43,14,19.6,2.6,5.0,.516,0.0,0.0,.000,2.6,4.9,.519,.516,1.8,2.3,.752,1.3,2.8,4.1,0.5,0.3,0.6,1.3,2.8,6.9,1988/1989,PHI,6-9,235,1,11.0,.575,.005,4.0,0.9,1.8,17.6,15.7,0.6,1.2,.071,-3.1,-2.6,-0.2,12.2
Norris Coleman,SF,26,29,11,14.9,2.3,6.6,.346,0.0,0.1,.500,2.2,6.5,.344,.348,0.7,1.2,.556,1.2,1.6,2.8,0.4,0.4,0.2,0.6,1.8,5.3,1988/1989,LAC,6-8,210,R,6.6,.370,.010,4.6,1.2,0.8,7.2,21.0,-0.8,-0.4,-0.046,-7.1,-5.2,-0.6,10.0
Steve Colter,PG,25,12,0,12.7,1.3,3.3,.375,0.0,0.0,0,1.3,3.3,.375,.375,0.6,0.8,.778,0.6,0.9,1.5,2.2,0.5,0.0,0.9,1.7,3.1,1988/1989,PHI,6-3,165,3,8.1,.421,.000,24.1,2.0,0.0,20.0,15.3,-0.1,0.0,.004,-3.8,-3.7,-0.1,6.9
Steve Colter,PG,25,56,53,24.3,3.4,7.2,.469,0.1,0.2,.300,3.3,7.0,.473,.473,1.2,1.5,.791,0.9,1.9,2.8,4.2,1.0,0.3,1.4,2.0,8.0,1988/1989,WSB,6-3,165,3,13.4,.509,.025,24.5,2.0,0.6,14.9,15.6,1.3,2.5,.090,0.9,0.0,1.0,6.4
Dallas Comegys,PF,23,75,17,15.0,2.1,4.8,.430,0.0,0.0,.000,2.1,4.8,.431,.430,1.4,2.0,.707,0.7,2.2,2.9,0.9,0.5,0.9,1.5,2.3,5.6,1988/1989,NJN,6-9,205,R,9.5,.487,.003,8.6,1.6,3.8,21.3,20.5,-1.6,-0.3,-0.012,-4.2,-5.0,-0.6,11.3
Lester Conner,PG,28,52,3,7.7,1.0,2.1,.463,0.0,0.1,.000,1.0,1.9,.495,.463,0.6,0.8,.780,0.4,0.3,0.7,1.1,0.7,0.0,0.6,0.6,2.5,1988/1989,HOU,6-4,180,4,13.6,.524,.065,19.6,4.5,0.1,20.7,16.0,0.1,0.7,.090,1.6,-1.5,0.4,5.0
Jeff Cook,PF,31,33,0,10.9,0.4,1.8,.237,0.0,0.0,.000,0.4,1.8,.241,.237,0.7,0.8,.821,1.1,2.1,3.2,0.4,0.3,0.2,0.4,1.9,1.5,1988/1989,PHO,6-10,215,7,5.7,.358,.017,4.5,1.2,1.3,16.4,9.7,-0.2,0.1,.017,-5.4,-4.6,-0.3,16.6
Michael Cooper,SG,31,61,8,29.4,3.1,7.9,.392,0.9,2.9,.320,2.2,5.0,.434,.451,1.6,1.9,.858,0.8,2.9,3.7,4.7,1.1,0.4,1.7,2.2,8.7,1988/1989,LAL,6-7,170,9,11.6,.500,.369,20.2,1.8,0.8,16.0,14.7,1.3,3.1,.082,0.8,-0.1,1.3,7.2
Wayne Cooper,C,31,45,32,19.2,2.6,6.0,.437,0.0,0.0,.000,2.6,6.0,.439,.437,1.1,1.5,.746,2.2,3.8,6.0,0.7,0.3,2.1,1.3,3.2,6.4,1988/1989,DEN,6-10,220,9,11.7,.477,.004,4.2,0.6,6.2,16.5,16.1,-0.2,1.2,.068,-3.2,-3.9,-0.3,16.4
Tyrone Corbin,SF,25,54,4,21.3,2.9,6.0,.491,0.0,0.1,.000,2.9,5.9,.495,.491,1.4,1.8,.786,1.5,2.6,4.1,1.0,0.8,0.3,1.2,2.4,7.3,1988/1989,CLE,6-6,210,2,11.4,.538,.009,7.0,1.8,0.8,15.3,16.0,0.6,2.0,.085,-1.9,-1.9,0.1,11.3
Tyrone Corbin,SF,25,30,1,19.7,3.3,6.8,.488,0.0,0.1,.333,3.3,6.7,.490,.490,1.1,1.3,.825,1.6,2.7,4.3,2.0,1.0,0.1,1.3,1.8,7.7,1988/1989,PHO,6-6,210,2,14.3,.526,.015,13.6,2.4,0.3,14.7,17.8,0.4,0.9,.076,-0.1,-0.1,0.3,12.4
Dave Corzine,C,31,80,32,29.1,4.3,8.9,.481,0.0,0.1,.111,4.3,8.8,.486,.482,1.4,1.9,.752,2.1,4.5,6.6,1.9,0.5,1.2,1.4,1.9,10.1,1988/1989,CHI,6-11,250,9,13.6,.514,.013,9.2,0.8,2.5,12.2,16.4,1.9,4.9,.101,-0.3,-0.4,1.0,13.0
Winston Crite,SF,22,29,0,8.9,1.2,2.3,.500,0.0,0.0,0,1.2,2.3,.500,.500,0.7,0.9,.760,0.9,1.3,2.2,0.5,0.2,0.3,0.9,1.4,3.0,1988/1989,PHO,6-7,233,R,9.8,.551,.000,7.6,0.9,1.8,24.0,16.4,0.0,0.1,.025,-5.0,-3.8,-0.2,14.0
Pat Cummings,PF,31,62,9,15.3,2.3,5.0,.456,0.0,0.0,.000,2.3,4.9,.458,.456,1.0,1.3,.738,1.3,2.5,3.8,0.6,0.3,0.2,1.0,2.3,5.5,1988/1989,NYK,6-9,230,8,9.6,.495,.003,5.6,1.0,0.7,16.0,17.5,0.0,1.1,.055,-3.7,-3.2,-0.4,14.2
Terry Cummings,PF,26,76,76,34.6,8.9,18.3,.485,0.0,0.0,.333,8.9,18.3,.485,.485,3.6,5.3,.665,2.4,4.9,7.3,2.4,1.0,0.6,2.2,3.6,21.3,1988/1989,MIL,6-9,220,5,17.4,.516,.002,11.6,1.5,1.0,9.8,27.9,2.2,5.2,.094,-0.1,0.7,1.3,11.8
Earl Cureton,PF,30,69,11,16.3,1.9,4.5,.429,0.0,0.0,.000,1.9,4.4,.433,.429,0.5,0.9,.524,1.4,2.5,3.9,0.9,0.5,0.5,0.8,2.0,4.3,1988/1989,LAC,6-9,210,7,9.2,.443,.010,8.1,1.4,1.8,14.7,14.3,-0.6,0.7,.029,-4.0,-4.1,-0.6,12.8
Dell Curry,SG,23,79,8,19.0,4.3,9.4,.458,0.4,1.0,.346,3.9,8.4,.472,.477,1.0,1.3,.782,0.5,1.6,2.1,1.9,1.2,0.3,1.4,1.6,10.0,1988/1989,CLE,6-4,190,1,15.1,.500,.109,16.3,3.1,0.9,12.1,25.5,0.0,2.0,.064,-0.2,-0.8,0.7,6.5
Quintin Dailey,SG,27,67,7,19.1,4.9,11.3,.434,0.0,0.2,.167,4.9,11.1,.439,.436,3.6,4.7,.776,0.9,1.4,2.3,1.6,1.0,0.1,1.8,1.9,13.4,1988/1989,LAC,6-3,180,5,16.8,.505,.016,15.5,2.6,0.2,12.1,32.2,0.1,1.3,.050,-0.1,0.1,0.6,6.4
Adrian Dantley,SF,32,69,50,31.1,6.4,12.5,.514,0.0,0.0,.000,6.4,12.5,.516,.514,7.1,8.3,.860,1.2,2.1,3.3,2.5,0.6,0.1,2.0,2.1,20.0,1988/1989,DET,6-5,208,11,19.9,.619,.002,11.9,0.9,0.3,10.8,24.2,7.5,9.4,.210,3.5,3.7,2.9,5.9
Brad Daugherty,C,22,79,78,37.4,7.0,13.7,.510,0.0,0.0,.000,7.0,13.7,.511,.510,4.8,6.7,.716,1.9,6.5,8.4,4.2,0.6,0.7,3.4,3.0,18.7,1988/1989,CLE,7-0,245,1,16.2,.563,.002,17.3,0.8,1.1,16.9,22.8,3.0,6.6,.107,0.5,0.7,1.9,13.2
Brad Davis,PG,32,75,12,19.7,2.8,5.5,.501,0.4,1.0,.405,2.4,4.5,.522,.537,1.2,1.4,.843,0.2,1.1,1.4,4.0,0.7,0.2,1.2,2.0,7.2,1988/1989,DAL,6-3,180,10,14.5,.581,.178,28.3,1.7,0.7,16.4,15.5,2.9,4.0,.130,0.8,0.6,1.1,3.7
Charles Davis,SF,29,5,0,7.8,1.2,3.6,.333,0.0,0.4,.000,1.2,3.2,.375,.333,0.0,0.0,0,0.2,0.4,0.6,0.6,0.4,0.2,1.0,0.8,2.4,1988/1989,MIL,6-7,215,5,0.9,.333,.111,11.0,2.5,1.5,21.7,24.8,-0.2,-0.2,-0.201,-8.1,-7.0,-0.1,4.3
Charles Davis,SF,29,16,0,11.7,2.6,6.1,.433,0.1,0.9,.067,2.6,5.1,.500,.438,0.4,0.6,.700,0.9,1.4,2.4,1.1,0.0,0.2,0.8,1.6,5.8,1988/1989,SAS,6-7,215,5,10.4,.454,.155,12.8,0.0,0.9,11.4,24.1,-0.1,-0.1,-0.024,-5.4,-2.2,-0.2,11.0
Walter Davis,SF,33,68,48,28.7,7.2,15.2,.473,0.5,1.4,.375,6.6,13.8,.483,.491,3.0,3.4,.887,0.5,1.9,2.3,4.1,1.3,0.0,1.9,1.9,17.9,1988/1989,PHO,6-6,193,10,17.8,.537,.093,21.9,2.1,0.1,10.0,26.3,3.0,3.8,.094,0.6,1.8,1.3,4.6
Darryl Dawkins,C,31,4,0,6.5,0.3,1.8,.143,0.0,0.0,0,0.3,1.8,.143,.143,1.0,3.0,.333,0.5,0.8,1.3,0.3,0.0,0.3,1.0,2.5,1.5,1988/1989,UTA,6-11,251,12,-10.6,.244,.000,4.5,0.0,2.2,24.6,25.6,-0.2,-0.2,-0.314,-22.0,-19.1,-0.1,10.3
Darryl Dawkins,C,31,2,0,3.5,0.5,1.0,.500,0.0,0.0,0,0.5,1.0,.500,.500,1.0,1.5,.667,0.0,0.0,0.0,0.5,0.0,0.5,1.5,2.0,2.0,1988/1989,DET,6-11,251,12,-5.7,.602,.000,19.5,0.0,8.4,47.5,37.5,-0.1,0.0,-0.307,-18.2,-23.7,0.0,0.0
Johnny Dawkins,PG,24,65,61,33.5,6.2,12.8,.485,0.3,0.9,.311,5.9,11.9,.499,.496,3.0,3.4,.896,1.0,2.1,3.1,7.4,1.4,0.0,2.4,1.5,15.8,1988/1989,SAS,6-2,165,1,17.0,.551,.073,29.4,1.9,0.1,14.2,19.7,4.0,4.3,.095,0.0,1.9,1.1,5.1
Darren Daye,SF,27,47,8,13.9,2.4,4.6,.516,0.0,0.0,.000,2.4,4.6,.519,.516,1.3,1.9,.678,0.6,1.0,1.6,1.5,0.6,0.1,0.9,1.4,6.0,1988/1989,BOS,6-8,220,4,13.6,.554,.005,14.7,2.2,0.4,14.7,19.6,0.7,1.2,.086,-0.4,-0.5,0.2,6.9
James Donaldson,C,30,81,81,31.1,2.6,4.7,.558,0.0,0.0,0,2.6,4.7,.558,.558,1.8,2.3,.778,3.0,6.3,9.3,0.8,0.5,1.3,1.4,2.2,7.0,1988/1989,DAL,7-2,275,7,12.4,.616,.000,3.4,0.8,2.4,19.6,9.4,3.0,6.2,.119,0.0,-0.4,1.3,16.3
Billy Donovan,PG,22,44,0,8.3,1.0,2.5,.404,0.0,0.2,.000,1.0,2.3,.431,.404,0.4,0.5,.810,0.1,0.5,0.6,2.0,0.4,0.0,1.0,0.8,2.4,1988/1989,NYK,5-11,171,R,8.7,.444,.064,32.8,2.1,0.2,26.2,17.9,-0.4,-0.1,-0.009,-3.7,-2.7,-0.2,3.9
Greg Dreiling,C,25,20,0,3.7,0.4,0.9,.471,0.0,0.0,0,0.4,0.9,.471,.471,0.9,1.3,.692,0.2,0.7,0.9,0.3,0.1,0.2,0.6,1.0,1.7,1988/1989,IND,7-1,250,1,10.5,.598,.000,8.8,1.3,3.2,27.9,22.5,0.0,0.1,.048,-5.2,-6.7,-0.1,12.6
Larry Drew,PG,29,74,51,27.4,4.4,9.7,.456,0.4,1.2,.289,4.1,8.5,.479,.474,1.1,1.5,.769,0.3,1.3,1.6,5.2,0.9,0.0,2.1,1.5,10.3,1988/1989,LAC,6-1,170,7,11.7,.498,.125,29.4,1.5,0.0,16.5,18.5,0.1,1.2,.030,-3.1,-1.7,-0.6,3.1
Clyde Drexler,SG,25,81,80,37.8,10.5,20.7,.506,0.1,0.6,.212,10.3,20.1,.515,.509,5.9,7.2,.811,3.2,3.4,6.6,5.8,2.5,0.6,2.9,3.1,27.0,1988/1989,POR,6-7,210,4,24.1,.564,.031,23.5,3.1,1.0,10.9,28.0,9.3,13.2,.207,7.0,5.7,7.0,9.4
Kevin Duckworth,C,23,78,50,28.5,5.8,11.6,.496,0.0,0.0,0,5.8,11.6,.496,.496,4.2,5.5,.770,2.9,4.5,7.4,0.8,0.4,0.4,2.3,3.6,15.8,1988/1989,POR,7-0,275,1,14.9,.561,.000,4.1,0.6,0.8,13.9,22.6,3.0,5.2,.112,-2.8,-0.8,-0.4,14.0
Chris Dudley,C,22,55,1,9.3,1.2,2.5,.474,0.0,0.0,0,1.2,2.5,.474,.474,0.7,1.3,.563,1.3,1.3,2.6,0.4,0.2,0.3,0.6,1.6,3.1,1988/1989,CLE,6-11,235,R,12.1,.505,.000,6.3,1.2,2.2,15.6,16.6,0.3,1.0,.093,-3.1,-2.4,-0.1,16.5
Joe Dumars,SG,24,82,82,33.3,5.5,11.7,.472,0.0,0.2,.211,5.5,11.5,.477,.474,3.1,3.8,.815,0.8,1.7,2.4,4.7,1.1,0.2,2.1,1.9,14.2,1988/1989,DET,6-3,190,2,13.7,.530,.020,20.0,1.6,0.3,13.6,19.3,3.2,5.9,.103,0.6,0.3,1.8,4.1
T.R. Dunn,SG,32,82,1,18.7,0.9,1.9,.449,0.0,0.0,.000,0.9,1.9,.452,.449,0.5,0.6,.769,1.3,1.6,2.9,1.1,1.2,0.1,0.3,1.9,2.2,1988/1989,DEN,6-4,192,10,8.3,.503,.006,6.3,3.0,0.4,12.7,5.2,1.3,3.2,.102,0.4,-2.0,0.9,8.2
Mark Eaton,C,31,82,82,33.3,2.8,6.6,.418,0.0,0.0,0,2.8,6.6,.418,.418,1.5,2.3,.623,2.8,5.9,8.7,0.7,0.5,3.7,1.6,3.9,7.0,1988/1989,UTA,7-4,275,5,9.5,.457,.000,2.5,0.7,6.4,17.3,11.3,-1.1,4.1,.072,-1.8,-3.8,0.1,14.1
Franklin Edwards,PG,28,16,11,25.9,3.4,7.2,.470,0.0,0.1,.000,3.4,7.1,.478,.470,1.5,2.0,.750,0.3,0.9,1.2,5.8,0.6,0.1,2.9,0.6,8.3,1988/1989,SAC,6-1,170,6,9.9,.511,.017,29.9,1.1,0.1,26.7,17.1,-0.2,-0.2,-0.025,-4.5,-1.4,-0.3,2.5
James Edwards,C,32,43,42,32.0,5.9,12.6,.469,0.0,0.0,.000,5.9,12.6,.470,.469,3.8,6.0,.635,2.3,5.5,7.8,1.7,0.3,0.7,2.5,3.7,15.7,1988/1989,PHO,7-0,225,10,12.4,.513,.002,7.4,0.5,1.3,14.1,22.6,0.0,0.8,.029,-4.0,-2.1,-0.7,13.7
James Edwards,C,32,26,2,12.6,1.8,3.9,.475,0.0,0.0,0,1.8,3.9,.475,.475,1.7,2.3,.738,0.8,2.1,3.0,0.2,0.1,0.2,0.8,2.2,5.4,1988/1989,DET,7-0,225,10,10.7,.551,.000,2.1,0.3,0.9,14.7,19.0,0.3,0.7,.098,-4.6,-3.4,-0.2,13.1
Craig Ehlo,SG,26,79,27,21.6,2.9,6.1,.466,0.3,0.8,.344,2.6,5.3,.485,.489,1.1,1.7,.674,1.1,2.4,3.5,2.6,1.0,0.4,1.4,2.3,7.1,1988/1989,CLE,6-6,180,4,12.5,.518,.132,17.1,2.4,1.0,16.5,16.2,0.9,3.1,.088,0.6,-0.8,1.1,9.4
Dale Ellis,SG,27,75,73,37.2,10.2,20.3,.503,1.4,3.5,.413,8.8,16.8,.521,.538,4.0,5.3,.767,2.2,2.3,4.5,2.6,1.0,0.1,2.3,2.9,25.8,1988/1989,SEA,6-7,205,4,19.3,.572,.171,11.4,1.3,0.2,9.2,26.8,7.4,9.0,.155,2.5,4.3,3.2,6.9
Chris Engler,C,28,54,0,7.4,0.7,1.6,.409,0.0,0.0,0,0.7,1.6,.409,.409,0.6,0.6,.886,0.6,1.2,1.8,0.3,0.2,0.1,0.5,1.4,1.9,1988/1989,NJN,6-11,245,4,7.1,.498,.000,5.2,1.1,0.9,21.9,14.0,-0.2,0.2,.022,-6.0,-5.3,-0.4,14.2
Alex English,SF,34,80,80,35.2,10.5,21.3,.495,0.0,0.1,.000,10.5,21.2,.496,.495,3.9,4.7,.828,2.1,2.6,4.7,4.7,0.9,0.3,2.3,2.4,25.0,1988/1989,DEN,6-8,190,11,19.8,.535,.004,20.5,1.1,0.5,8.8,28.4,5.3,7.6,.129,2.0,3.4,2.9,7.0
Mike Evans,PG,32,56,0,11.7,2.5,5.5,.453,0.6,1.6,.396,1.8,3.9,.477,.511,0.5,0.7,.811,0.2,0.7,0.9,1.4,0.6,0.1,0.8,1.4,6.1,1988/1989,DEN,6-1,170,8,13.7,.532,.296,16.7,2.4,0.5,11.7,21.8,0.4,1.1,.082,-0.3,-0.3,0.3,3.8
Patrick Ewing,C,25,82,82,31.0,8.0,14.4,.555,0.0,0.0,.000,8.0,14.4,.556,.555,4.2,5.8,.716,3.0,5.3,8.2,1.5,1.3,3.0,3.5,4.0,20.2,1988/1989,NYK,7-0,240,2,21.9,.594,.003,8.3,2.0,6.0,17.1,26.8,3.4,8.1,.154,4.2,1.9,4.0,15.2
Jim Farmer,SG,23,30,0,5.2,0.9,2.3,.377,0.0,0.2,.000,0.9,2.1,.413,.377,0.3,0.3,.900,0.3,0.3,0.6,0.5,0.1,0.0,0.7,0.6,2.0,1988/1989,DAL,6-4,190,R,4.4,.416,.087,14.6,0.9,0.4,23.1,25.1,-0.4,-0.4,-0.111,-9.9,-7.0,-0.3,6.2
Dave Feitl,C,25,70,19,16.1,2.6,5.8,.450,0.0,0.1,.000,2.6,5.7,.455,.450,1.3,1.9,.701,1.2,3.6,4.8,0.8,0.2,0.1,1.2,2.1,6.5,1988/1989,GSW,6-11,235,1,10.7,.495,.010,6.6,0.6,0.5,15.8,19.7,-0.4,0.3,.011,-5.7,-3.1,-1.1,16.5
Kenny Fields,SF,25,7,0,22.0,2.3,5.1,.444,0.0,0.0,0,2.3,5.1,.444,.444,2.9,3.7,.769,1.9,2.3,4.1,1.4,0.7,0.3,2.7,2.4,7.4,1988/1989,LAC,6-5,220,3,8.7,.548,.000,9.3,1.5,0.7,28.6,17.5,-0.1,0.0,.000,-4.4,-3.9,-0.1,10.0
Vern Fleming,PG,25,80,80,34.2,5.5,10.6,.523,0.0,0.2,.000,5.5,10.4,.531,.523,2.8,3.5,.802,1.3,3.2,4.6,7.1,1.4,0.1,2.2,2.8,13.9,1988/1989,IND,6-5,185,3,17.5,.573,.015,29.3,2.1,0.2,15.3,17.7,5.6,8.4,.148,2.8,1.9,3.3,7.3
Sleepy Floyd,PG,27,18,18,37.8,7.3,16.7,.439,0.1,1.1,.050,7.3,15.6,.466,.440,6.4,7.7,.835,1.4,3.6,5.1,9.9,1.5,0.1,3.7,2.6,21.2,1988/1989,GSW,6-3,170,5,19.5,.526,.066,38.4,1.9,0.2,15.6,25.6,1.1,1.3,.093,2.8,3.7,0.8,7.4
Sleepy Floyd,PG,27,59,55,31.1,4.9,11.3,.431,0.2,0.9,.250,4.7,10.4,.446,.441,3.1,3.6,.860,0.9,2.6,3.5,6.2,1.2,0.2,2.6,2.4,13.1,1988/1989,HOU,6-3,170,5,14.0,.507,.078,27.6,1.7,0.3,17.0,20.1,1.1,3.1,.080,-0.8,-0.5,0.6,5.8
Tellis Frank,PF,22,78,29,20.5,3.1,7.2,.428,0.0,0.0,.000,3.1,7.2,.429,.428,1.9,2.7,.725,1.2,3.0,4.2,1.4,0.7,0.3,1.4,3.4,8.1,1988/1989,GSW,6-10,225,R,10.2,.483,.002,9.6,1.6,0.8,14.2,19.4,-0.3,0.6,.018,-5.1,-3.9,-1.2,11.5
World B. Free,SG,34,58,0,11.8,2.5,6.0,.409,0.1,0.6,.229,2.3,5.4,.429,.420,1.4,1.7,.800,0.2,0.5,0.8,1.0,0.3,0.1,0.8,1.3,6.4,1988/1989,HOU,6-2,185,12,11.1,.475,.100,13.1,1.4,0.2,11.1,26.1,-0.1,0.4,.028,-4.7,-3.1,-0.5,3.4
Kevin Gamble,SF,22,9,0,2.1,0.0,0.3,.000,0.0,0.1,.000,0.0,0.2,.000,.000,0.0,0.0,0,0.2,0.1,0.3,0.1,0.2,0.0,0.2,0.2,0.0,1988/1989,POR,6-5,210,R,-1.0,.000,.333,5.7,4.9,0.0,40.0,10.4,-0.1,-0.1,-0.139,-7.0,-7.2,0.0,8.5
Winston Garland,PG,23,67,62,31.7,5.1,11.6,.439,0.2,0.6,.333,4.9,11.0,.444,.447,2.1,2.3,.879,1.0,2.4,3.4,6.4,1.7,0.1,2.5,2.8,12.4,1988/1989,GSW,6-2,170,R,13.8,.492,.050,28.3,2.6,0.2,16.5,19.3,0.8,1.7,.039,-1.8,-0.9,0.1,6.0
Armen Gilliam,PF,23,55,53,32.9,6.2,13.1,.475,0.0,0.0,0,6.2,13.1,.475,.475,2.4,3.5,.679,2.4,5.5,7.9,1.3,1.1,0.5,2.2,2.6,14.8,1988/1989,PHO,6-9,230,R,12.9,.506,.000,5.6,1.5,0.9,13.3,20.9,-0.1,1.3,.035,-3.4,-1.7,-0.6,13.5
Artis Gilmore,C,38,24,23,15.5,1.7,3.3,.513,0.0,0.0,0,1.7,3.3,.513,.513,0.8,1.5,.514,0.6,2.0,2.6,0.4,0.2,0.5,1.2,2.3,4.2,1988/1989,CHI,7-2,240,16,6.0,.525,.000,3.2,0.7,1.9,22.5,14.3,-0.3,0.1,.013,-5.9,-5.7,-0.4,9.7
