Player,Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,season,team,Ht,Wt,Exp,PER,TS%,3PAr,AST%,STL%,BLK%,TOV%,USG%,OWS,WS,WS/48,BPM,OBPM,VORP,TRB%
Kelvin Upshaw,SG,26,9,0,16.0,2.9,7.0,.413,0.1,0.6,.200,2.8,6.4,.431,.421,0.4,0.7,.667,0.4,1.0,1.4,2.2,0.8,0.0,1.4,2.0,6.3,1989/1990,MIA,6-2,180,R,8.5,.434,.079,22.0,2.4,0.0,16.5,22.2,-0.2,-0.1,-0.030,-6.5,-4.7,-0.2,5.1
Kelvin Upshaw,SG,26,23,0,20.6,3.2,6.5,.490,0.1,0.4,.200,3.1,6.0,.511,.497,0.6,0.9,.700,0.3,1.3,1.6,4.2,0.8,0.1,1.8,2.7,7.0,1989/1990,BOS,6-2,180,R,10.9,.513,.067,27.9,2.0,0.4,21.0,17.6,0.1,0.4,.036,-2.5,-2.2,-0.1,4.4
Darnell Valentine,SG,29,77,4,14.1,1.8,4.1,.426,0.0,0.2,.214,1.7,4.0,.436,.431,1.2,1.5,.813,0.3,1.1,1.3,2.3,0.7,0.1,1.1,1.1,4.8,1989/1990,CLE,6-1,183,7,11.5,.497,.044,21.3,2.6,0.4,18.4,17.7,0.1,1.7,.074,-1.5,-2.5,0.1,5.3
Kiki Vandeweghe,PF,30,18,1,24.0,5.7,12.1,.475,0.9,2.1,.421,4.8,9.9,.486,.512,1.6,1.8,.879,0.6,1.3,1.9,1.9,0.4,0.2,1.0,2.2,13.9,1989/1990,POR,6-8,220,8,14.6,.542,.175,11.4,0.7,0.5,7.2,22.3,0.8,1.0,.112,-1.6,0.7,0.1,4.4
Kiki Vandeweghe,PF,30,27,0,18.6,3.6,7.7,.464,0.1,0.4,.300,3.5,7.4,.472,.471,1.9,2.1,.911,0.6,0.8,1.3,1.3,0.4,0.3,0.9,1.4,9.2,1989/1990,NYK,6-8,220,8,13.0,.531,.048,9.4,1.1,0.8,9.0,19.8,0.8,1.0,.099,-1.9,-0.5,0.0,4.0
Jay Vincent,SF,29,5,1,19.0,2.6,7.6,.342,0.2,0.4,.500,2.4,7.2,.333,.355,1.0,1.8,.556,0.4,3.2,3.6,1.0,0.2,0.2,1.0,2.2,6.4,1989/1990,DEN,6-7,220,7,4.7,.381,.053,6.4,0.5,0.6,10.6,18.9,-0.2,-0.1,-0.056,-8.0,-6.5,-0.1,9.8
Jay Vincent,SF,29,24,3,23.0,3.8,9.1,.416,0.0,0.0,.000,3.8,9.1,.417,.416,1.5,2.1,.686,1.5,2.3,3.8,0.9,0.2,0.1,1.5,2.2,9.0,1989/1990,SAS,6-7,220,7,7.4,.449,.005,5.6,0.4,0.3,13.3,19.6,-0.4,-0.2,-0.018,-6.6,-4.0,-0.6,9.2
Sam Vincent,PG,25,70,56,24.3,3.9,8.1,.484,0.0,0.2,.118,3.9,7.8,.495,.486,1.5,1.8,.822,0.5,2.2,2.7,4.8,0.8,0.1,2.0,1.8,9.4,1989/1990,CHI,6-2,185,3,13.6,.527,.030,27.7,1.5,0.4,18.6,19.3,1.0,2.3,.065,-1.4,-0.6,0.3,6.4
Darrell Walker,PG,27,79,78,32.5,3.6,8.6,.420,0.0,0.1,.000,3.6,8.5,.426,.420,1.8,2.3,.772,1.7,4.7,6.4,6.3,2.0,0.3,2.3,2.7,9.0,1989/1990,WSB,6-4,180,5,13.4,.469,.013,25.0,2.9,0.5,19.5,14.8,0.5,3.7,.070,0.9,-1.1,1.8,10.8
Kenny Walker,SF,24,79,2,14.7,2.2,4.5,.489,0.1,0.3,.250,2.1,4.3,.503,.496,0.8,1.1,.776,1.3,1.6,2.9,0.5,0.5,0.6,0.6,2.4,5.3,1989/1990,NYK,6-8,210,2,11.8,.533,.056,3.9,1.6,2.2,10.1,14.6,1.5,2.7,.112,-1.2,-1.5,0.2,11.0
Pearl Washington,PG,25,54,8,19.7,3.0,7.2,.424,0.0,0.3,.071,3.0,6.9,.437,.425,1.5,1.9,.788,0.9,1.4,2.3,4.2,1.4,0.1,2.3,1.9,7.6,1989/1990,MIA,6-2,190,2,13.0,.475,.036,32.3,3.3,0.2,22.0,21.2,-0.6,0.5,.021,-1.1,-1.3,0.3,6.5
Spud Webb,PG,25,81,6,15.0,1.6,3.6,.459,0.0,0.3,.045,1.6,3.3,.493,.460,0.6,0.7,.867,0.3,1.3,1.5,3.5,0.9,0.1,1.0,1.3,3.9,1989/1990,ATL,5-6,133,3,13.0,.504,.076,31.0,2.8,0.3,20.8,13.3,0.9,2.2,.088,0.4,-0.7,0.7,5.5
Chris Welp,C,25,72,0,11.7,1.4,3.1,.446,0.0,0.0,.000,1.4,3.1,.448,.446,0.7,1.0,.658,0.8,1.9,2.7,0.4,0.3,0.6,0.6,2.4,3.4,1989/1990,PHI,7-0,245,1,8.7,.484,.005,4.5,1.3,2.8,14.2,14.6,0.0,0.7,.042,-4.7,-4.8,-0.6,12.8
Bill Wennington,C,25,65,9,16.5,1.8,4.2,.433,0.0,0.1,.111,1.8,4.1,.444,.435,0.9,1.3,.744,1.3,3.1,4.4,0.7,0.2,0.5,0.8,3.2,4.6,1989/1990,DAL,7-0,245,3,8.8,.482,.033,6.0,0.7,1.9,14.8,14.7,0.0,1.3,.056,-4.9,-4.9,-0.8,14.7
Mark West,C,28,82,32,24.6,3.0,4.5,.653,0.0,0.0,0,3.0,4.5,.653,.653,1.3,2.5,.535,2.0,4.7,6.7,0.5,0.4,2.3,1.3,3.3,7.2,1989/1990,PHO,6-10,230,5,12.9,.644,.000,2.3,0.8,5.1,18.3,11.1,2.2,5.5,.131,1.0,-1.1,1.5,14.5
Ennis Whatley,PG,26,8,0,11.3,1.5,4.1,.364,0.0,0.0,0,1.5,4.1,.364,.364,1.3,1.4,.909,0.3,1.8,2.0,2.8,0.9,0.1,1.4,1.9,4.3,1989/1990,LAC,6-3,177,5,12.1,.449,.000,32.4,3.6,0.6,22.5,21.4,-0.1,0.0,.005,-4.4,-5.6,-0.1,9.5
Clinton Wheeler,PG,29,8,0,17.9,3.0,5.3,.571,0.0,0.0,0,3.0,5.3,.571,.571,1.0,1.3,.800,0.6,0.9,1.5,2.6,1.0,0.0,0.8,1.1,7.0,1989/1990,MIA,6-1,185,1,16.5,.603,.000,22.8,2.7,0.0,11.5,14.9,0.3,0.4,.146,1.7,0.6,0.1,4.7
Clinton Wheeler,PG,29,20,0,10.6,1.1,2.3,.467,0.0,0.1,.000,1.1,2.2,.477,.467,0.4,0.5,.700,0.6,0.4,1.0,1.7,1.0,0.0,0.9,0.9,2.5,1989/1990,POR,6-1,185,1,10.3,.496,.022,18.8,4.2,0.0,26.7,12.3,0.0,0.2,.047,-0.1,-2.2,0.1,4.9
Eric White,SF,23,1,0,2.0,0.0,1.0,.000,0.0,0.0,0,0.0,1.0,.000,.000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1989/1990,UTA,6-8,200,1,-24.7,.000,.000,0.0,0.0,0.0,0.0,21.1,0.0,0.0,-0.425,-33.9,-24.8,0.0,0.0
Eric White,SF,23,37,0,11.7,1.7,3.2,.521,0.0,0.0,0,1.7,3.2,.521,.521,0.9,1.1,.810,0.9,1.0,1.9,0.5,0.3,0.0,0.7,1.1,4.3,1989/1990,LAC,6-8,200,1,10.5,.575,.000,5.3,1.1,0.1,15.9,14.9,0.4,0.5,.052,-4.3,-2.2,-0.2,8.6
Jerome Whitehead,C,32,5,0,8.4,0.6,1.2,.500,0.0,0.0,0,0.6,1.2,.500,.500,0.2,0.4,.500,0.0,1.0,1.0,0.4,0.2,0.0,0.4,1.6,1.4,1989/1990,GSW,6-10,220,10,2.5,.509,.000,5.5,1.1,0.0,22.5,8.0,0.0,0.0,.007,-5.1,-5.8,0.0,6.0
Jerome Whitehead,C,32,52,4,11.2,1.3,3.4,.392,0.0,0.0,0,1.3,3.4,.392,.392,0.6,0.9,.667,0.9,1.5,2.5,0.3,0.4,0.1,0.4,2.1,3.2,1989/1990,SAS,6-10,220,10,7.2,.429,.000,3.9,1.7,0.4,10.1,14.6,-0.1,0.4,.034,-6.0,-5.2,-0.6,12.2
Morlon Wiley,PG,22,51,1,8.0,0.9,2.2,.404,0.1,0.5,.250,0.8,1.8,.444,.430,0.3,0.3,.813,0.3,0.7,0.9,1.5,0.5,0.1,0.7,1.2,2.2,1989/1990,DAL,6-4,185,R,10.3,.459,.211,26.3,3.1,0.9,21.9,16.4,-0.2,0.2,.028,-2.4,-3.8,0.0,6.4
Dominique Wilkins,SF,29,80,80,37.5,10.2,22.0,.464,0.4,1.3,.276,9.8,20.6,.475,.472,5.5,6.6,.844,3.2,3.7,6.9,2.6,1.5,0.7,2.3,1.7,26.2,1989/1990,ATL,6-8,215,6,21.8,.528,.060,11.9,1.9,1.0,8.4,29.4,7.5,10.4,.166,3.4,4.5,4.1,10.0
Eddie Lee Wilkins,C,26,71,2,8.2,1.6,3.5,.465,0.0,0.0,.000,1.6,3.4,.467,.465,0.9,1.6,.550,1.0,1.1,2.1,0.1,0.1,0.2,0.8,1.5,4.1,1989/1990,NYK,6-10,220,2,10.2,.492,.004,1.6,0.8,1.6,16.0,23.2,-0.2,0.3,.023,-7.5,-4.8,-0.8,14.1
Gerald Wilkins,SG,25,81,58,29.8,5.7,12.7,.451,0.6,2.1,.297,5.1,10.5,.482,.476,2.3,3.0,.756,1.2,1.8,3.0,3.4,1.4,0.3,2.1,2.0,14.3,1989/1990,NYK,6-6,185,3,13.8,.512,.168,15.3,2.2,0.5,13.0,20.9,2.4,4.3,.086,-0.2,0.1,1.1,5.6
Buck Williams,PF,28,74,72,33.1,5.0,9.5,.531,0.0,0.0,.000,5.0,9.4,.534,.531,2.9,4.3,.666,3.4,6.0,9.4,1.1,0.8,0.5,1.9,3.0,13.0,1989/1990,NJN,6-8,215,7,14.6,.569,.004,4.6,1.2,0.9,14.4,16.5,3.0,5.2,.101,-1.2,-0.5,0.5,15.8
Herb Williams,C,30,46,46,34.1,5.3,11.8,.450,0.0,0.1,.000,5.3,11.7,.453,.450,2.0,2.7,.714,1.9,6.7,8.6,1.9,0.7,1.7,2.3,3.4,12.6,1989/1990,IND,6-10,242,7,11.8,.484,.006,8.1,1.0,3.0,15.3,18.8,-0.6,0.9,.029,-1.8,-2.1,0.1,14.0
Herb Williams,C,30,30,20,30.1,2.6,6.6,.396,0.0,0.1,.000,2.6,6.5,.400,.396,1.4,2.3,.632,1.6,5.0,6.6,1.2,0.5,1.8,1.4,2.7,6.6,1989/1990,DAL,6-10,242,7,8.6,.438,.010,5.4,0.8,3.5,15.3,12.8,-0.6,0.5,.025,-3.1,-3.6,-0.3,12.0
Hot Rod Williams,PF,26,82,10,25.9,4.3,8.5,.509,0.0,0.0,.250,4.3,8.5,.510,.509,2.9,3.8,.748,2.1,3.7,5.8,1.3,0.9,1.6,1.2,2.3,11.6,1989/1990,CLE,6-11,215,2,17.6,.566,.006,7.2,1.8,3.6,10.8,18.8,3.8,7.7,.173,2.2,0.7,2.3,12.7
John Williams,SF,22,82,1,29.4,5.3,11.5,.466,0.2,0.9,.268,5.1,10.6,.482,.476,2.7,3.5,.776,1.9,5.1,7.0,4.3,1.7,0.9,1.9,2.6,13.7,1989/1990,WSB,6-8,235,2,18.8,.525,.076,20.9,2.8,1.7,12.8,20.4,3.3,6.9,.136,4.6,2.4,4.0,13.0
Kevin Williams,SG,27,41,0,10.6,1.6,4.1,.399,0.0,0.1,.167,1.6,4.0,.407,.402,1.0,1.2,.784,0.5,0.8,1.2,0.9,0.6,0.2,1.0,1.8,4.3,1989/1990,NJN,6-2,175,4,8.7,.459,.036,12.1,2.8,1.1,18.1,22.0,-0.5,-0.1,-0.015,-5.1,-5.3,-0.3,6.4
Kevin Williams,SG,27,9,0,12.7,1.6,3.6,.438,0.0,0.0,0,1.6,3.6,.438,.438,0.7,0.9,.750,1.0,1.2,2.2,1.9,0.6,0.3,1.1,1.9,3.8,1989/1990,LAC,6-2,175,4,10.1,.479,.000,19.5,2.0,1.5,22.0,15.7,0.0,0.0,.016,-1.6,-2.2,0.0,9.4
Micheal Williams,PG,22,49,0,7.3,1.0,2.6,.364,0.0,0.2,.222,0.9,2.4,.375,.372,0.6,1.0,.660,0.2,0.4,0.6,1.4,0.3,0.1,0.9,0.9,2.6,1989/1990,DET,6-2,175,R,7.7,.424,.070,27.0,1.8,0.5,21.9,22.9,-0.6,-0.2,-0.029,-5.4,-4.3,-0.3,4.3
Reggie Williams,SF,24,63,17,20.7,4.1,9.4,.438,0.5,1.7,.288,3.7,7.8,.469,.463,1.5,1.9,.754,1.1,1.7,2.8,1.6,1.3,0.5,1.8,2.9,10.2,1989/1990,LAC,6-7,190,1,12.1,.496,.175,11.5,2.9,1.2,15.0,23.0,-0.6,0.4,.014,-2.5,-2.5,-0.2,7.3
David Wingate,SG,25,33,6,11.3,1.6,3.5,.470,0.1,0.2,.333,1.6,3.3,.477,.478,0.8,1.0,.794,0.4,0.8,1.1,2.2,0.3,0.1,1.1,1.3,4.2,1989/1990,PHI,6-5,185,2,11.5,.527,.052,26.5,1.2,0.3,21.2,18.4,0.2,0.2,.032,-3.3,-1.6,-0.1,5.6
Randy Wittman,SF,29,31,2,13.4,1.6,3.8,.427,0.1,0.1,.500,1.5,3.6,.425,.436,0.5,0.7,.727,0.2,0.6,0.8,1.0,0.3,0.0,0.4,0.4,3.8,1989/1990,SAC,6-6,210,5,8.2,.466,.034,10.5,1.1,0.0,8.7,13.7,0.1,0.2,.018,-3.8,-2.8,-0.2,3.4
Randy Wittman,SF,29,33,11,21.3,2.4,5.1,.473,0.0,0.1,.500,2.4,5.1,.473,.476,0.4,0.6,.632,0.6,1.0,1.6,2.4,0.4,0.1,0.6,0.9,5.2,1989/1990,IND,6-6,210,5,9.0,.488,.012,15.2,0.9,0.2,10.1,11.7,0.5,0.6,.038,-1.8,-1.0,0.0,4.3
Joe Wolf,C,24,66,15,22.0,2.6,6.1,.423,0.0,0.2,.143,2.5,5.9,.433,.425,0.7,1.0,.688,1.3,2.8,4.1,1.7,0.5,0.2,1.4,2.3,5.8,1989/1990,LAC,6-11,230,1,7.0,.449,.035,10.1,1.0,0.6,17.9,14.3,-1.1,-0.5,-0.016,-5.5,-4.4,-1.3,10.0
David Wood,PF,24,2,0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1989/1990,CHI,6-9,227,R,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.002,-6.7,-3.7,0.0,0.0
Mike Woodson,SG,30,81,79,27.9,5.1,11.6,.438,0.4,1.1,.348,4.7,10.5,.447,.455,2.4,2.9,.823,0.6,1.8,2.4,2.5,1.1,0.2,1.7,2.4,12.9,1989/1990,HOU,6-5,195,8,12.0,.503,.095,13.5,1.9,0.5,11.6,20.9,1.1,3.5,.074,-1.6,-1.7,0.2,4.6
Orlando Woolridge,SF,29,74,0,20.1,3.1,6.7,.468,0.0,0.0,.000,3.1,6.7,.469,.468,3.4,4.6,.738,1.1,2.6,3.6,0.8,0.4,0.9,1.4,1.8,9.7,1989/1990,LAL,6-9,215,7,14.0,.554,.002,5.2,1.0,2.5,13.8,20.7,1.7,3.3,.105,-1.9,-1.2,0.1,10.1
James Worthy,SF,27,81,81,36.5,8.7,15.8,.548,0.0,0.3,.087,8.6,15.5,.556,.548,3.1,4.0,.782,2.1,4.0,6.0,3.6,1.3,0.7,2.2,2.2,20.5,1989/1990,LAL,6-9,225,6,19.0,.582,.018,14.6,1.7,1.1,11.3,22.4,6.6,9.7,.158,3.0,2.9,3.7,9.2
Danny Young,PG,26,48,2,19.8,2.4,5.2,.460,0.4,1.0,.340,2.0,4.2,.490,.494,1.0,1.3,.781,0.4,1.2,1.5,2.6,1.1,0.1,0.9,1.0,6.2,1989/1990,POR,6-3,175,4,11.8,.534,.200,15.9,2.7,0.2,13.9,13.1,1.0,1.8,.091,0.0,-1.1,0.5,4.2
Kareem Abdul-Jabbar,C,40,80,80,28.9,6.0,11.3,.532,0.0,0.0,.000,6.0,11.3,.532,.532,2.6,3.4,.762,1.5,4.5,6.0,1.7,0.6,1.2,2.0,2.7,14.6,1988/1989,LAL,7-2,225,18,15.8,.570,.001,8.4,1.0,2.2,13.5,21.4,2.6,5.3,.111,0.0,-0.1,1.2,11.7
Mark Acres,C,25,79,5,14.6,1.4,2.6,.532,0.0,0.0,0,1.4,2.6,.532,.532,0.9,1.4,.640,1.3,2.1,3.4,0.5,0.4,0.3,0.7,2.5,3.6,1988/1989,BOS,6-11,220,R,9.3,.570,.000,4.5,1.2,1.3,17.7,11.4,1.1,2.2,.090,-2.8,-2.6,-0.2,13.9
Alvan Adams,C,33,82,25,20.1,3.1,6.2,.496,0.0,0.0,.500,3.0,6.1,.496,.497,1.3,1.6,.844,1.4,3.0,4.5,2.2,1.0,0.5,1.7,3.0,7.5,1988/1989,PHO,6-9,210,12,13.1,.543,.004,14.9,2.4,1.4,19.9,17.4,0.6,2.2,.064,-0.5,-1.5,0.6,12.5
Michael Adams,PG,25,82,75,33.9,5.1,11.3,.449,1.7,4.6,.367,3.4,6.7,.505,.524,2.0,2.4,.834,0.5,2.2,2.7,6.1,2.0,0.2,1.8,1.7,13.9,1988/1989,DEN,5-10,162,2,15.6,.560,.409,22.5,2.8,0.3,12.4,16.2,4.4,7.5,.130,2.5,1.5,3.1,4.2
Mark Aguirre,SF,28,77,77,33.9,9.7,20.4,.475,0.7,2.2,.302,9.0,18.2,.496,.491,5.0,6.5,.770,2.4,3.3,5.6,3.6,0.9,0.7,2.6,2.9,25.1,1988/1989,DAL,6-6,232,6,21.9,.539,.109,18.4,1.3,1.3,10.2,31.6,6.5,8.8,.163,3.8,4.6,3.9,9.0
Danny Ainge,SG,28,81,81,37.3,6.0,12.1,.491,1.8,4.4,.415,4.1,7.7,.534,.566,2.0,2.2,.878,0.7,2.3,3.1,6.2,1.4,0.2,1.9,2.5,15.7,1988/1989,BOS,6-5,185,6,15.9,.598,.364,22.2,1.9,0.3,12.6,17.3,6.7,8.6,.136,2.4,2.7,3.3,4.9
Mark Alarie,PF,24,63,0,12.2,2.3,4.8,.480,0.1,0.3,.222,2.2,4.5,.496,.487,0.6,0.8,.714,1.1,1.4,2.5,0.6,0.2,0.2,0.8,1.7,5.2,1988/1989,WSB,6-8,217,1,11.6,.508,.060,7.7,0.6,0.9,13.5,19.9,0.3,0.9,.058,-3.2,-1.9,-0.2,11.6
Steve Alford,PG,23,28,0,7.0,0.8,2.0,.382,0.0,0.3,.125,0.7,1.7,.426,.391,0.6,0.6,.941,0.1,0.7,0.8,0.8,0.6,0.1,0.4,0.8,2.1,1988/1989,DAL,6-2,183,R,11.6,.472,.145,15.4,4.3,0.9,16.1,15.6,0.0,0.3,.082,-1.1,-4.1,0.0,6.3
Greg Anderson,PF,23,82,45,24.2,4.6,9.2,.501,0.0,0.1,.200,4.6,9.2,.503,.502,2.4,4.0,.604,2.0,4.3,6.3,1.0,0.7,1.5,1.7,2.8,11.7,1988/1989,SAS,6-10,230,R,14.7,.531,.007,5.3,1.3,3.4,13.7,20.8,0.8,2.3,.056,-2.7,-1.6,-0.4,14.0
Richard Anderson,PF,27,12,0,4.4,0.9,2.2,.423,0.5,1.3,.400,0.4,0.9,.455,.538,0.3,0.4,.800,0.8,0.7,1.4,0.3,0.1,0.0,0.1,0.3,2.7,1988/1989,HOU,6-10,240,3,22.9,.567,.577,11.2,0.9,0.0,3.4,22.1,0.2,0.3,.253,8.8,10.0,0.1,16.8
Richard Anderson,PF,27,62,3,20.9,2.6,6.7,.387,0.7,2.2,.311,1.9,4.5,.424,.438,0.9,1.2,.750,1.3,3.3,4.6,1.7,0.8,0.3,1.0,2.1,6.7,1988/1989,POR,6-10,240,3,10.7,.468,.327,10.4,1.8,0.7,11.9,15.4,0.4,2.0,.075,-1.0,-1.1,0.3,11.9
Ron Anderson,SF,29,74,1,14.8,2.9,5.9,.498,0.0,0.0,.000,2.9,5.9,.500,.498,1.5,1.9,.766,1.2,1.7,2.9,1.1,0.6,0.1,1.0,1.3,7.3,1988/1989,IND,6-7,215,3,16.2,.544,.005,10.5,1.8,0.3,12.8,22.0,1.3,2.5,.108,0.6,0.9,0.7,10.8
Joe Arlauckas,SF,22,9,0,9.4,1.6,4.8,.326,0.0,0.0,0,1.6,4.8,.326,.326,0.7,0.9,.750,0.7,0.8,1.4,0.9,0.3,0.4,0.4,1.8,3.8,1988/1989,SAC,6-9,230,R,7.9,.365,.000,13.3,1.7,2.6,7.9,24.0,-0.1,-0.1,-0.045,-6.8,-5.1,-0.1,8.3
Vincent Askew,SG,21,14,2,16.7,1.6,5.3,.297,0.0,0.0,0,1.6,5.3,.297,.297,0.6,0.8,.727,0.4,1.1,1.6,2.4,0.7,0.4,0.9,0.9,3.7,1988/1989,PHI,6-6,210,R,7.1,.330,.000,19.8,2.1,1.5,13.2,16.4,-0.4,-0.2,-0.043,-2.8,-3.3,0.0,5.5
John Bagley,PG,27,82,74,33.8,4.8,10.9,.439,0.6,2.0,.292,4.2,9.0,.471,.465,1.8,2.2,.822,0.7,2.4,3.1,5.8,1.3,0.1,2.5,2.0,12.0,1988/1989,NJN,6-0,185,5,12.4,.503,.180,25.8,1.9,0.2,17.1,17.9,0.8,2.6,.044,-1.4,-0.7,0.4,5.4
James Bailey,PF,30,65,0,13.4,1.7,3.7,.452,0.0,0.1,.000,1.7,3.6,.460,.452,1.1,1.4,.787,1.1,2.1,3.2,0.6,0.3,0.4,1.1,2.8,4.4,1988/1989,PHO,6-9,220,8,8.3,.514,.017,6.2,0.9,1.9,20.0,16.4,-0.2,0.4,.023,-5.7,-5.1,-0.8,13.6
Thurl Bailey,SF,26,82,10,34.2,7.7,15.7,.492,0.0,0.0,.333,7.7,15.6,.493,.493,4.1,5.0,.826,1.6,4.8,6.5,1.9,0.6,1.5,2.3,2.3,19.6,1988/1989,UTA,6-11,215,4,16.3,.547,.002,8.6,0.8,2.6,11.5,24.2,2.7,6.8,.116,0.2,0.3,1.6,10.2
Charles Barkley,PF,24,80,80,39.6,9.4,16.0,.587,0.6,2.0,.280,8.9,14.1,.630,.604,8.9,11.9,.751,4.8,7.1,11.9,3.2,1.3,1.3,3.8,3.5,28.3,1988/1989,PHI,6-6,252,3,27.6,.665,.122,14.1,1.6,1.9,15.2,26.7,13.4,16.7,.253,7.4,7.3,7.5,17.4
John Battle,SG,25,67,1,18.3,4.1,9.1,.454,0.2,0.6,.390,3.9,8.5,.458,.467,2.1,2.8,.750,0.4,1.3,1.7,2.4,0.5,0.1,1.1,1.3,10.6,1988/1989,ATL,6-2,175,2,16.3,.512,.067,20.0,1.3,0.2,9.7,26.4,1.5,2.3,.092,0.4,1.4,0.7,5.1
William Bedford,C,24,38,0,7.8,1.2,2.7,.436,0.0,0.0,0,1.2,2.7,.436,.436,0.3,0.6,.565,0.7,1.0,1.7,0.1,0.2,0.4,0.5,1.2,2.7,1988/1989,DET,7-0,225,1,9.0,.454,.000,1.8,1.3,3.3,14.6,18.2,-0.2,0.2,.039,-3.8,-4.4,-0.1,12.2
Benoit Benjamin,C,23,66,59,32.9,5.2,10.5,.491,0.0,0.1,.000,5.2,10.4,.496,.491,2.7,3.9,.706,1.7,6.3,8.0,2.6,0.8,3.4,3.4,3.1,13.0,1988/1989,LAC,7-0,250,2,14.1,.534,.012,12.2,1.1,5.9,21.7,19.3,-1.4,2.0,.045,-0.1,-2.8,1.0,13.0
Kent Benson,C,33,2,0,6.0,1.0,1.0,1.000,0.0,0.0,0,1.0,1.0,1.000,1.000,0.5,1.0,.500,0.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,2.5,1988/1989,CLE,6-10,235,10,11.8,.868,.000,0.0,4.1,4.9,41.0,17.4,0.0,0.0,.015,-3.9,-6.3,0.0,4.9
Walter Berry,SF,23,73,56,26.3,7.4,13.2,.563,0.0,0.0,0,7.4,13.2,.563,.563,2.6,4.4,.600,2.4,3.0,5.4,1.5,0.8,0.9,2.2,2.8,17.4,1988/1989,SAS,6-8,215,1,18.8,.578,.000,8.7,1.3,1.8,12.8,25.9,2.7,3.4,.086,-0.4,1.6,0.8,11.1
Larry Bird,SF,31,76,75,39.0,11.6,22.0,.527,1.3,3.1,.414,10.3,18.9,.546,.556,5.5,6.0,.916,1.4,7.8,9.3,6.1,1.6,0.8,2.8,2.1,29.9,1988/1989,BOS,6-9,220,8,27.8,.608,.142,25.7,2.1,1.1,10.2,30.2,11.2,15.0,.243,8.8,7.8,8.1,14.0
Otis Birdsong,SG,32,67,59,28.1,5.0,11.0,.458,0.1,0.4,.360,4.9,10.6,.461,.464,0.7,1.4,.511,1.1,1.4,2.5,3.3,0.8,0.2,1.9,2.1,10.9,1988/1989,NJN,6-3,190,10,10.4,.470,.034,18.7,1.4,0.4,14.2,20.3,-0.9,-0.1,-0.003,-3.4,-2.0,-0.7,5.1
Uwe Blab,C,25,73,1,9.0,0.8,1.8,.439,0.0,0.0,0,0.8,1.8,.439,.439,0.6,0.9,.708,0.7,1.1,1.8,0.5,0.1,0.4,0.7,1.5,2.2,1988/1989,DAL,7-1,252,2,7.4,.504,.000,6.9,0.6,2.5,23.4,13.2,-0.1,0.5,.036,-4.5,-4.7,-0.4,11.1
Rolando Blackman,SG,28,71,69,36.3,7.0,14.8,.473,0.0,0.1,.000,7.0,14.7,.476,.473,4.7,5.3,.873,1.2,2.3,3.5,3.7,0.9,0.3,2.0,1.6,18.7,1988/1989,DAL,6-6,190,6,16.0,.544,.005,15.1,1.2,0.4,10.6,21.8,5.1,6.8,.126,0.2,1.0,1.4,5.2
Nate Blackwell,PG,22,10,0,11.2,1.5,4.1,.366,0.2,1.1,.182,1.3,3.0,.433,.390,0.5,0.6,.833,0.2,0.4,0.6,1.8,0.3,0.0,0.8,1.6,3.7,1988/1989,SAS,6-4,170,R,6.1,.424,.268,20.0,1.2,0.0,15.5,18.2,-0.1,-0.1,-0.045,-7.2,-4.6,-0.1,2.9
Muggsy Bogues,PG,23,79,14,20.6,2.1,5.4,.390,0.0,0.2,.188,2.1,5.2,.398,.393,0.7,0.9,.784,0.4,1.3,1.7,5.1,1.6,0.0,1.3,1.7,5.0,1988/1989,WSB,5-3,136,R,12.7,.429,.038,33.5,3.8,0.1,18.0,14.2,0.2,2.3,.066,0.9,-1.0,1.2,4.7
Manute Bol,C,25,77,4,14.8,1.0,2.1,.455,0.0,0.0,.000,1.0,2.1,.457,.455,0.3,0.6,.531,0.9,2.6,3.6,0.2,0.1,2.7,0.5,2.1,2.3,1988/1989,WSB,7-7,200,2,10.8,.472,.006,1.5,0.5,10.6,15.8,8.0,-0.1,2.0,.085,1.1,-3.4,0.9,13.5
Dudley Bradley,SG,30,2,0,2.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,0,.000,0.0,0.0,0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,1988/1989,MIL,6-6,195,7,-4.0,.000,1.000,23.5,0.0,0.0,0.0,8.4,0.0,0.0,-0.070,-13.6,-14.9,0.0,11.3
Dudley Bradley,SG,30,63,15,22.7,2.5,5.8,.429,0.6,1.6,.366,1.9,4.2,.452,.479,1.2,1.5,.763,0.4,1.6,2.0,2.4,1.8,0.7,1.4,2.7,6.7,1988/1989,NJN,6-6,195,7,11.4,.520,.277,14.9,3.9,1.8,17.8,14.6,0.1,1.9,.065,0.9,-2.2,1.0,5.1
