Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,season
Bryant Stith,SG,22,DEN,39,12,22.2,3.2,7.1,.446,0.0,0.1,.000,3.2,7.0,.453,.446,2.5,3.1,.832,1.0,2.2,3.2,1.3,0.6,0.1,1.1,2.1,8.9,1993/1994
Alex Stivrins,PF-SF,30,TOT,19,0,4.0,1.0,2.1,.487,0.0,0.1,.000,1.0,1.9,.514,.487,0.2,0.2,.750,0.4,0.6,1.0,0.2,0.1,0.1,0.4,0.6,2.2,1993/1994
Alex Stivrins,PF,30,PHO,10,0,3.5,1.1,1.8,.611,0.0,0.1,.000,1.1,1.7,.647,.611,0.0,0.0,,0.2,0.6,0.8,0.1,0.1,0.1,0.5,0.7,2.2,1993/1994
Alex Stivrins,SF,30,LAC,1,0,1.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1993/1994
Alex Stivrins,SF,30,MIL,3,0,8.3,1.3,3.7,.364,0.0,0.0,,1.3,3.7,.364,.364,1.0,1.3,.750,1.0,1.0,2.0,0.7,0.3,0.0,0.7,1.3,3.7,1993/1994
Alex Stivrins,PF,30,ATL,5,0,3.0,0.8,1.8,.444,0.0,0.2,.000,0.8,1.6,.500,.444,0.0,0.0,,0.4,0.6,1.0,0.0,0.0,0.2,0.0,0.0,1.6,1993/1994
John Stockton*,PG,30,UTA,82,82,34.9,5.3,11.0,.486,0.9,2.3,.385,4.5,8.7,.513,.526,3.6,4.5,.798,0.8,2.1,2.9,12.0,2.4,0.3,3.2,2.7,15.1,1993/1994
Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1993/1994
Rod Strickland,SG,26,POR,78,35,31.7,5.1,10.5,.485,0.1,0.4,.133,5.0,10.1,.499,.488,3.5,4.9,.717,1.5,2.8,4.3,7.2,1.7,0.3,2.6,2.0,13.7,1993/1994
Derek Strong,PF,24,MIL,23,0,14.7,1.8,4.0,.457,0.2,0.3,.500,1.7,3.7,.452,.478,3.0,3.7,.800,1.7,3.3,5.0,0.6,0.5,0.0,0.6,0.9,6.8,1993/1994
Lamont Strothers,SG,24,DAL,9,0,15.3,2.2,6.8,.328,0.2,1.4,.154,2.0,5.3,.375,.344,0.9,1.1,.800,0.9,0.7,1.6,1.4,0.9,0.0,1.7,1.4,5.6,1993/1994
Terry Teagle,SG,32,HOU,2,0,12.5,1.0,3.5,.286,0.0,0.0,,1.0,3.5,.286,.286,0.5,1.0,.500,0.0,1.5,1.5,1.0,0.0,0.0,0.5,0.5,2.5,1993/1994
Isiah Thomas*,PG,31,DET,79,79,37.0,6.7,15.9,.418,0.8,2.5,.308,5.9,13.4,.439,.442,3.5,4.8,.737,0.9,2.0,2.9,8.5,1.6,0.2,3.6,2.8,17.6,1993/1994
LaSalle Thompson,C,31,IND,63,0,11.6,1.7,3.4,.488,0.0,0.0,.000,1.7,3.4,.491,.488,0.5,0.6,.744,0.9,2.0,2.8,0.5,0.5,0.4,0.7,2.2,3.8,1993/1994
Otis Thorpe,PF,30,HOU,72,69,32.7,5.3,9.6,.558,0.0,0.0,.000,5.3,9.6,.560,.558,2.1,3.6,.598,3.0,5.1,8.2,2.5,0.6,0.3,2.1,3.3,12.8,1993/1994
Sedale Threatt,PG,31,LAL,82,82,35.3,6.4,12.5,.508,0.2,0.6,.264,6.2,11.9,.521,.515,2.2,2.6,.823,0.6,2.8,3.3,6.9,1.7,0.1,2.1,3.0,15.1,1993/1994
Wayman Tisdale,PF,28,SAC,76,75,30.0,7.2,14.1,.509,0.0,0.0,.000,7.2,14.0,.510,.509,2.3,3.0,.758,1.7,4.9,6.6,1.4,0.7,0.6,1.5,3.6,16.6,1993/1994
Tom Tolbert,PF,27,ORL,72,61,25.5,3.1,6.3,.498,0.1,0.4,.321,3.0,5.9,.509,.508,1.7,2.3,.726,1.8,3.9,5.7,1.3,0.5,0.3,1.7,2.7,8.1,1993/1994
Trent Tucker,SG,33,CHI,69,0,13.2,2.1,4.3,.485,0.8,1.9,.397,1.3,2.4,.555,.573,0.3,0.3,.818,0.2,0.8,1.0,1.2,0.3,0.1,0.3,0.9,5.2,1993/1994
Jeff Turner,PF,30,ORL,75,20,19.7,3.1,5.8,.529,0.1,0.2,.588,2.9,5.6,.526,.540,0.7,0.9,.800,1.0,2.4,3.4,1.4,0.3,0.1,0.9,2.6,7.0,1993/1994
Kiki Vandeweghe,SF,34,LAC,41,3,12.0,2.2,5.0,.453,0.3,0.9,.324,2.0,4.0,.482,.483,1.4,1.6,.879,0.3,0.9,1.2,0.6,0.3,0.2,0.5,1.1,6.2,1993/1994
Loy Vaught,PF,24,LAC,79,4,20.9,4.0,7.8,.508,0.0,0.1,.250,3.9,7.7,.510,.509,1.5,2.0,.748,2.1,4.2,6.2,0.7,0.7,0.5,1.1,2.2,9.4,1993/1994
Gundars Vētra,SF,25,MIN,13,0,6.8,1.5,3.1,.475,0.2,0.2,1.000,1.2,2.8,.432,.513,0.3,0.5,.667,0.3,0.3,0.6,0.5,0.2,0.0,0.2,0.9,3.5,1993/1994
Darrell Walker,PG-SG,31,TOT,37,2,13.8,0.9,2.6,.354,0.0,0.0,.000,0.9,2.6,.358,.354,0.3,0.7,.462,0.6,1.0,1.6,1.4,0.9,0.1,0.7,1.7,2.2,1993/1994
Darrell Walker,SG,31,DET,9,2,16.0,0.3,2.1,.158,0.0,0.1,.000,0.3,2.0,.167,.158,0.2,0.7,.333,0.4,1.7,2.1,1.0,1.1,0.0,1.4,1.3,0.9,1993/1994
Darrell Walker,PG,31,CHI,28,0,13.1,1.1,2.8,.403,0.0,0.0,,1.1,2.8,.403,.403,0.4,0.7,.500,0.6,0.8,1.4,1.6,0.8,0.1,0.4,1.8,2.6,1993/1994
Duane Washington,SG,28,LAC,4,0,7.0,0.0,1.3,.000,0.0,0.0,,0.0,1.3,.000,.000,0.0,0.0,,0.0,0.5,0.5,1.3,0.3,0.0,0.5,0.5,0.0,1993/1994
Clarence Weatherspoon,SF,22,PHI,82,82,32.4,6.0,12.8,.469,0.0,0.0,.250,6.0,12.8,.470,.470,3.5,5.0,.713,2.2,5.0,7.2,1.8,1.0,0.8,2.1,2.3,15.6,1993/1994
Marcus Webb,PF,22,BOS,9,0,5.7,1.4,2.8,.520,0.0,0.1,.000,1.4,2.7,.542,.520,1.4,2.3,.619,0.6,0.6,1.1,0.2,0.1,0.2,0.6,1.2,4.3,1993/1994
Spud Webb,PG,29,SAC,69,68,33.8,5.0,11.4,.433,0.5,2.0,.274,4.4,9.5,.466,.457,4.0,4.8,.851,0.6,2.2,2.8,7.0,1.5,0.1,2.8,2.6,14.5,1993/1994
Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1993/1994
Robert Werdann,C,22,DEN,28,0,5.3,0.6,2.1,.305,0.0,0.0,.000,0.6,2.1,.310,.305,0.6,1.1,.548,0.8,1.0,1.9,0.3,0.2,0.1,0.4,1.4,1.9,1993/1994
Doug West,SG,25,MIN,80,80,38.8,8.1,15.6,.517,0.0,0.3,.087,8.1,15.3,.525,.518,3.1,3.7,.841,1.1,2.0,3.1,2.9,1.1,0.3,2.1,3.5,19.3,1993/1994
Mark West,C,32,PHO,82,82,19.0,2.1,3.5,.614,0.0,0.0,,2.1,3.5,.614,.614,1.0,2.0,.518,1.9,3.7,5.6,0.4,0.2,1.3,1.1,3.0,5.3,1993/1994
Randy White,PF,25,DAL,64,20,22.4,3.7,8.4,.435,0.2,0.7,.238,3.5,7.8,.452,.444,2.2,2.9,.750,2.4,3.4,5.8,0.8,1.0,0.7,1.7,3.5,9.7,1993/1994
Morlon Wiley,PG,26,TOT,58,15,17.2,1.7,4.4,.378,0.9,2.7,.351,0.7,1.7,.420,.484,0.3,0.4,.654,0.5,1.1,1.6,3.1,1.1,0.1,1.4,2.2,4.5,1993/1994
Morlon Wiley,PG,26,ATL,25,2,14.2,1.0,3.2,.321,0.6,2.0,.294,0.4,1.2,.367,.414,0.2,0.3,.625,0.4,1.0,1.4,3.2,1.0,0.1,1.2,2.0,2.9,1993/1994
Morlon Wiley,PG,26,DAL,33,13,19.4,2.1,5.2,.405,1.2,3.1,.379,0.9,2.1,.443,.517,0.4,0.5,.667,0.6,1.1,1.7,3.0,1.2,0.0,1.5,2.4,5.8,1993/1994
Dominique Wilkins*,SF,33,ATL,71,70,37.3,10.4,22.3,.468,1.7,4.5,.380,8.7,17.9,.490,.506,7.3,8.8,.828,2.6,4.2,6.8,3.2,1.0,0.4,2.6,1.6,29.9,1993/1994
Eddie Lee Wilkins,PF,30,PHI,26,0,7.4,2.1,3.7,.567,0.0,0.1,.000,2.1,3.7,.579,.567,1.8,3.0,.615,0.5,1.0,1.5,0.1,0.3,0.0,0.7,1.3,6.1,1993/1994
Gerald Wilkins,SF,29,CLE,80,35,26.0,4.5,10.0,.453,0.2,0.7,.276,4.3,9.2,.467,.463,1.9,2.3,.840,0.9,1.8,2.7,2.3,1.0,0.2,1.2,1.9,11.1,1993/1994
Buck Williams,PF,32,POR,82,82,30.5,3.3,6.4,.511,0.0,0.0,.000,3.3,6.4,.512,.511,1.7,2.6,.645,2.8,5.6,8.4,0.9,1.0,0.7,1.2,3.3,8.3,1993/1994
Corey Williams,PG,22,CHI,35,0,6.9,0.9,2.4,.365,0.0,0.1,.333,0.9,2.3,.366,.371,0.5,0.6,.818,0.5,0.3,0.9,0.7,0.1,0.1,0.3,0.7,2.3,1993/1994
Herb Williams,C,34,NYK,55,0,10.4,1.3,3.2,.411,0.0,0.0,,1.3,3.2,.411,.411,0.3,0.4,.667,0.8,1.9,2.7,0.3,0.4,0.5,0.4,1.4,2.9,1993/1994
Hot Rod Williams,C,30,CLE,67,13,30.7,3.9,8.4,.470,0.0,0.0,,3.9,8.4,.470,.470,3.2,4.4,.716,1.9,4.3,6.2,2.3,0.7,1.6,1.7,2.6,11.0,1993/1994
Jayson Williams,PF,24,NJN,12,2,11.6,1.8,3.8,.457,0.0,0.0,,1.8,3.8,.457,.457,0.6,1.5,.389,1.8,1.6,3.4,0.0,0.3,0.3,0.7,2.0,4.1,1993/1994
John Williams,SF,26,LAC,74,8,22.1,2.8,6.4,.430,0.2,0.7,.226,2.6,5.7,.455,.442,0.9,1.7,.543,1.2,3.1,4.3,1.9,1.1,0.3,1.1,2.5,6.6,1993/1994
Kenny Williams,SF,23,IND,57,0,14.8,2.6,4.9,.532,0.0,0.1,.000,2.6,4.9,.538,.532,0.8,1.2,.706,1.8,2.2,4.0,0.7,0.4,0.8,0.5,1.5,6.1,1993/1994
Lorenzo Williams,PF-C,23,TOT,27,7,6.6,0.6,1.3,.472,0.0,0.0,,0.6,1.3,.472,.472,0.1,0.3,.286,0.6,1.4,2.0,0.2,0.2,0.6,0.3,1.1,1.3,1993/1994
Lorenzo Williams,C,23,CHH,2,0,9.0,0.5,1.5,.333,0.0,0.0,,0.5,1.5,.333,.333,0.0,0.0,,1.5,3.0,4.5,0.0,0.0,1.0,1.0,2.0,1.0,1993/1994
Lorenzo Williams,PF,23,ORL,3,0,3.3,0.0,0.7,.000,0.0,0.0,,0.0,0.7,.000,.000,0.0,0.0,,0.3,0.3,0.7,0.0,0.3,0.3,0.0,0.7,0.0,1993/1994
Lorenzo Williams,PF,23,BOS,22,7,6.9,0.7,1.4,.516,0.0,0.0,,0.7,1.4,.516,.516,0.1,0.3,.286,0.6,1.4,2.0,0.2,0.2,0.6,0.3,1.0,1.5,1993/1994
Micheal Williams,PG,26,MIN,76,76,35.0,4.6,10.4,.446,0.3,1.4,.243,4.3,9.0,.478,.463,5.5,6.1,.907,1.1,2.5,3.6,8.7,2.2,0.3,3.0,3.5,15.1,1993/1994
Reggie Williams,SF,28,DEN,79,79,34.5,6.8,14.8,.458,0.4,1.5,.270,6.4,13.2,.480,.473,3.0,3.7,.804,1.7,3.7,5.4,3.7,1.6,1.0,2.5,3.6,17.0,1993/1994
Scott Williams,PF,24,CHI,71,5,19.3,2.3,5.0,.466,0.0,0.1,.000,2.3,4.9,.476,.466,1.3,1.8,.714,2.4,4.0,6.4,1.0,0.8,0.9,1.0,3.2,5.9,1993/1994
Walt Williams,SF,22,SAC,59,26,28.4,6.1,13.9,.435,1.0,3.2,.319,5.0,10.7,.470,.472,3.8,5.1,.742,1.9,2.5,4.5,3.0,1.1,0.5,3.0,3.5,17.0,1993/1994
Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1993/1994
Kevin Willis,PF,30,ATL,80,80,36.0,7.7,15.2,.506,0.1,0.4,.241,7.6,14.9,.512,.509,2.5,3.8,.653,4.2,8.7,12.9,2.1,0.9,0.5,2.7,3.3,17.9,1993/1994
Kennard Winchester,SG,26,HOU,39,0,8.7,1.6,3.6,.439,0.1,0.5,.211,1.5,3.1,.475,.453,0.4,0.6,.773,0.4,0.8,1.3,0.3,0.3,0.3,0.4,1.0,3.7,1993/1994
David Wingate,SF,29,CHH,72,55,20.4,2.5,4.7,.536,0.0,0.1,.167,2.5,4.6,.542,.537,1.1,1.5,.738,0.7,1.7,2.4,2.5,0.9,0.1,1.2,1.9,6.1,1993/1994
Joe Wolf,C,28,TOT,23,0,7.2,0.9,1.9,.455,0.0,0.0,.000,0.9,1.9,.465,.455,0.6,0.7,.813,0.6,1.5,2.1,0.2,0.3,0.0,0.3,1.0,2.3,1993/1994
Joe Wolf,C,28,BOS,2,0,4.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.5,1.0,.500,0.5,1.0,1.5,0.0,0.0,0.5,1.0,1.0,0.5,1993/1994
Joe Wolf,C,28,POR,21,0,7.4,1.0,2.0,.465,0.0,0.0,.000,1.0,2.0,.476,.465,0.6,0.7,.857,0.6,1.5,2.1,0.2,0.3,0.0,0.2,1.0,2.5,1993/1994
David Wood,PF,28,SAS,64,2,9.3,0.8,1.8,.444,0.1,0.3,.238,0.7,1.5,.490,.466,0.7,0.9,.836,0.6,0.9,1.5,0.5,0.2,0.2,0.5,1.5,2.4,1993/1994
Randy Woods,PG,22,LAC,41,1,4.2,0.6,1.6,.348,0.1,0.3,.214,0.5,1.3,.385,.371,0.5,0.6,.731,0.1,0.2,0.3,1.0,0.3,0.0,0.4,0.6,1.7,1993/1994
Orlando Woolridge,SF,33,TOT,58,47,26.8,5.0,10.3,.482,0.0,0.2,.000,5.0,10.2,.490,.482,2.1,3.1,.678,1.5,1.7,3.2,2.0,0.5,0.5,1.4,2.1,12.0,1993/1994
Orlando Woolridge,SF,33,DET,50,47,29.5,5.4,11.3,.479,0.0,0.2,.000,5.4,11.1,.487,.479,2.3,3.4,.673,1.7,1.8,3.5,2.2,0.5,0.5,1.5,2.3,13.1,1993/1994
Orlando Woolridge,SF,33,MIL,8,0,9.8,2.3,4.1,.545,0.0,0.0,,2.3,4.1,.545,.545,0.9,1.1,.778,0.4,0.8,1.1,0.4,0.1,0.3,0.8,1.0,5.4,1993/1994
James Worthy*,SF,31,LAL,82,69,28.8,6.2,13.9,.447,0.4,1.4,.270,5.9,12.6,.466,.460,2.1,2.6,.810,0.9,2.1,3.0,3.4,1.1,0.3,1.7,1.1,14.9,1993/1994
Howard Wright,PF,25,ORL,4,0,2.5,1.0,1.3,.800,0.0,0.0,,1.0,1.3,.800,.800,0.0,0.5,.000,0.3,0.3,0.5,0.0,0.0,0.0,0.0,0.0,2.0,1993/1994
Danny Young,PG,30,DET,65,2,12.9,1.1,2.6,.413,0.3,1.0,.324,0.7,1.5,.475,.479,0.4,0.5,.875,0.2,0.5,0.7,1.8,0.5,0.1,0.5,0.6,2.9,1993/1994
Alaa Abdelnaby,PF,23,POR,71,1,13.2,2.5,5.1,.493,0.0,0.0,,2.5,5.1,.493,.493,1.1,1.4,.752,1.1,2.5,3.7,0.4,0.4,0.2,0.9,1.9,6.1,1992/1993
Mahmoud Abdul-Rauf,PG,22,DEN,81,11,19.0,4.4,10.4,.421,0.4,1.2,.330,4.0,9.3,.433,.440,1.2,1.3,.870,0.3,1.1,1.4,2.4,0.5,0.0,1.4,1.6,10.3,1992/1993
Mark Acres,C,29,ORL,68,6,13.6,1.1,2.2,.517,0.0,0.0,.333,1.1,2.2,.520,.520,0.8,1.0,.761,1.4,2.3,3.7,0.3,0.4,0.2,0.5,2.1,3.1,1992/1993
Michael Adams,PG,29,WSB,78,78,35.8,6.2,15.8,.393,1.6,4.9,.324,4.6,10.9,.425,.444,4.0,4.6,.869,0.7,3.2,4.0,7.6,1.9,0.1,2.7,2.1,18.1,1992/1993
Rafael Addison,SF,27,NJN,76,8,15.5,2.5,5.7,.433,0.2,0.6,.286,2.3,5.0,.452,.449,0.7,1.0,.737,0.9,1.3,2.2,0.9,0.4,0.4,0.6,1.4,5.8,1992/1993
Mark Aguirre,SF,32,DET,75,12,21.1,4.5,10.5,.431,0.2,0.9,.211,4.3,9.5,.453,.440,2.1,3.1,.687,0.9,2.3,3.1,1.7,0.7,0.1,1.4,2.3,11.3,1992/1993
Danny Ainge,SG,32,POR,81,6,19.7,3.7,8.3,.442,1.0,2.8,.339,2.7,5.5,.496,.500,1.3,1.6,.824,0.5,1.3,1.8,2.5,0.9,0.2,0.9,1.8,9.7,1992/1993
Victor Alexander,C,22,GSW,80,28,16.9,3.0,5.7,.529,0.0,0.0,.000,3.0,5.7,.531,.529,1.3,1.9,.691,1.3,2.9,4.2,0.4,0.6,0.8,1.1,2.2,7.4,1992/1993
Greg Anderson,PF,27,DEN,82,82,34.1,4.7,10.4,.456,0.0,0.0,.000,4.7,10.4,.458,.456,2.0,3.3,.623,4.1,7.4,11.5,1.0,1.1,0.8,2.5,3.2,11.5,1992/1993
Kenny Anderson,PG,21,NJN,64,13,17.0,2.9,7.5,.390,0.0,0.2,.231,2.9,7.3,.394,.393,1.1,1.5,.745,0.6,1.4,2.0,3.2,1.0,0.1,1.5,1.1,7.0,1992/1993
Nick Anderson,SG,24,ORL,60,59,36.7,8.0,17.4,.463,0.5,1.4,.353,7.5,16.0,.472,.477,3.4,5.1,.667,1.6,4.8,6.4,2.7,1.6,0.6,2.1,2.2,19.9,1992/1993
Ron Anderson,SF,33,PHI,82,11,29.7,5.7,12.3,.465,0.5,1.5,.331,5.2,10.7,.485,.486,1.7,2.0,.877,1.2,2.2,3.4,1.6,1.0,0.1,1.3,1.6,13.7,1992/1993
Willie Anderson,SG,25,SAS,57,55,33.1,5.5,12.0,.455,0.2,1.0,.232,5.2,11.0,.475,.465,1.9,2.4,.775,1.1,4.2,5.3,5.3,0.9,0.9,2.5,2.6,13.1,1992/1993
Michael Ansley,SF,24,TOT,10,0,4.5,0.8,1.8,.444,0.0,0.0,,0.8,1.8,.444,.444,0.5,0.6,.833,0.2,0.4,0.6,0.2,0.0,0.0,0.3,0.7,2.1,1992/1993
Michael Ansley,SF,24,PHI,8,0,4.0,0.6,1.4,.455,0.0,0.0,,0.6,1.4,.455,.455,0.6,0.8,.833,0.3,0.3,0.5,0.3,0.0,0.0,0.4,0.8,1.9,1992/1993
Michael Ansley,SF,24,CHH,2,0,6.5,1.5,3.5,.429,0.0,0.0,,1.5,3.5,.429,.429,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,3.0,1992/1993
Greg Anthony,PG,24,NYK,82,1,18.4,2.0,5.3,.370,0.1,0.7,.145,1.9,4.6,.403,.379,1.4,1.9,.741,0.4,1.3,1.7,3.8,0.7,0.1,1.2,2.1,5.5,1992/1993
B.J. Armstrong,PG,24,CHI,82,3,22.9,4.1,8.5,.481,0.4,1.1,.402,3.7,7.4,.492,.506,1.3,1.6,.806,0.2,1.5,1.8,3.2,0.6,0.1,1.1,1.1,9.9,1992/1993
Vincent Askew,SG,25,GSW,80,10,18.7,2.4,4.7,.509,0.0,0.1,.100,2.4,4.6,.520,.511,1.4,2.0,.694,1.1,1.8,2.9,2.4,0.6,0.3,1.1,1.6,6.2,1992/1993
Keith Askins,SF,24,MIA,59,4,14.3,1.4,3.5,.410,0.4,1.2,.342,1.0,2.2,.447,.471,0.4,0.6,.703,1.1,1.3,2.4,0.6,0.7,0.3,0.8,1.8,3.7,1992/1993
Stacey Augmon,SG,23,ATL,82,82,30.5,5.4,11.0,.489,0.0,0.1,.167,5.4,10.9,.492,.490,2.6,3.9,.666,2.3,2.8,5.1,2.5,1.5,0.3,2.2,2.0,13.3,1992/1993
Isaac Austin,C,22,UTA,31,0,3.6,0.7,1.5,.457,0.0,0.0,,0.7,1.5,.457,.457,0.6,1.0,.633,0.4,0.8,1.1,0.2,0.1,0.1,0.3,0.6,2.0,1992/1993
Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1992/1993
Miloš Babić,C,23,MIA,9,0,3.9,0.7,1.4,.462,0.0,0.0,,0.7,1.4,.462,.462,0.7,0.9,.750,0.2,1.0,1.2,0.7,0.1,0.0,0.6,0.0,2.0,1992/1993
John Bagley,PG,31,BOS,73,59,23.9,3.1,6.9,.441,0.1,0.6,.238,2.9,6.4,.459,.451,0.9,1.3,.716,0.5,1.7,2.2,6.6,0.8,0.1,2.0,1.7,7.2,1992/1993
Thurl Bailey,PF,30,TOT,84,18,25.0,4.4,10.0,.440,0.0,0.0,.000,4.4,9.9,.441,.440,2.6,3.2,.796,1.5,4.3,5.8,0.9,0.4,1.4,1.3,1.9,11.3,1992/1993
Thurl Bailey,PF,30,UTA,13,0,25.2,3.0,7.8,.386,0.0,0.1,.000,3.0,7.7,.390,.386,3.4,4.2,.800,1.8,4.2,6.0,1.5,0.4,1.2,1.6,2.4,9.4,1992/1993
Thurl Bailey,PF,30,MIN,71,18,25.0,4.6,10.4,.448,0.0,0.0,.000,4.6,10.3,.448,.448,2.4,3.0,.795,1.4,4.3,5.7,0.8,0.4,1.4,1.2,1.8,11.7,1992/1993
Steve Bardo,SG,23,SAS,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1992/1993
Charles Barkley*,SF,28,PHI,75,75,38.4,8.3,15.0,.552,0.4,1.8,.234,7.9,13.2,.597,.567,6.1,8.7,.695,3.6,7.5,11.1,4.1,1.8,0.6,3.1,2.6,23.1,1992/1993
Dana Barros,PG,24,SEA,75,1,17.7,3.2,6.6,.483,1.1,2.5,.446,2.1,4.1,.505,.567,0.8,1.1,.759,0.2,0.9,1.1,1.7,0.7,0.1,0.7,1.1,8.3,1992/1993
John Battle,SG,29,CLE,76,2,21.5,4.2,8.7,.480,0.0,0.2,.118,4.1,8.4,.489,.481,1.9,2.3,.848,0.3,1.2,1.5,2.1,0.5,0.1,1.2,1.5,10.3,1992/1993
Kenny Battle,SG,27,TOT,16,0,5.8,0.7,1.1,.647,0.0,0.1,.000,0.7,1.0,.688,.647,0.6,0.8,.833,0.3,0.8,1.0,0.3,0.1,0.1,0.3,0.6,2.0,1992/1993
Kenny Battle,SG,27,BOS,8,0,5.8,0.4,0.5,.750,0.0,0.0,,0.4,0.5,.750,.750,1.0,1.0,1.000,0.4,0.8,1.1,0.0,0.1,0.0,0.3,0.5,1.8,1992/1993
Kenny Battle,SG,27,GSW,8,0,5.8,1.0,1.6,.615,0.0,0.1,.000,1.0,1.5,.667,.615,0.3,0.5,.500,0.1,0.8,0.9,0.5,0.1,0.3,0.3,0.8,2.3,1992/1993
William Bedford,C,28,DET,32,8,11.3,1.6,3.8,.413,0.0,0.0,.000,1.6,3.8,.417,.413,0.4,0.7,.636,0.8,1.2,2.0,0.4,0.2,0.6,0.5,1.8,3.6,1992/1993
Benoit Benjamin,C,27,SEA,63,61,30.8,5.6,11.7,.478,0.0,0.0,.000,5.6,11.7,.480,.478,2.7,4.0,.687,2.1,6.1,8.1,1.2,0.6,1.9,2.8,2.9,14.0,1992/1993
Winston Bennett,SF,26,TOT,54,45,15.4,1.5,3.9,.379,0.0,0.0,.000,1.5,3.9,.381,.379,0.6,0.9,.700,1.2,1.8,3.0,0.7,0.4,0.2,0.6,2.3,3.6,1992/1993
Winston Bennett,SF,26,CLE,52,45,16.0,1.5,4.0,.378,0.0,0.0,.000,1.5,4.0,.380,.378,0.7,1.0,.700,1.2,1.9,3.1,0.7,0.4,0.2,0.6,2.3,3.7,1992/1993
Winston Bennett,SF,26,MIA,2,0,1.0,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,1992/1993
David Benoit,SF,23,UTA,77,2,15.1,2.3,4.9,.467,0.0,0.2,.214,2.2,4.7,.476,.471,1.1,1.3,.810,1.4,2.5,3.8,0.4,0.2,0.6,0.9,1.6,5.6,1992/1993
Larry Bird*,SF,35,BOS,45,45,36.9,7.8,16.8,.466,1.2,2.8,.406,6.7,14.0,.478,.500,3.3,3.6,.926,1.0,8.6,9.6,6.8,0.9,0.7,2.8,1.8,20.2,1992/1993
Rolando Blackman,SG,32,DAL,75,74,33.7,7.1,15.5,.461,0.9,2.3,.385,6.3,13.2,.474,.489,3.2,3.5,.898,1.0,2.1,3.2,2.7,0.7,0.3,2.0,1.8,18.3,1992/1993
Lance Blanks,SG,25,DET,43,0,4.4,0.6,1.3,.455,0.1,0.4,.375,0.4,0.9,.487,.509,0.2,0.3,.727,0.2,0.3,0.5,0.4,0.3,0.0,0.3,0.6,1.5,1992/1993
Mookie Blaylock,PG,24,NJN,72,67,35.4,6.0,13.8,.432,0.2,0.8,.222,5.8,13.0,.444,.438,1.8,2.5,.712,1.4,2.3,3.7,6.8,2.4,0.6,2.1,2.5,13.8,1992/1993
Muggsy Bogues,PG,27,CHH,82,69,34.0,3.9,8.2,.472,0.0,0.3,.074,3.8,7.9,.489,.474,1.1,1.5,.783,0.7,2.2,2.9,9.1,2.1,0.1,1.9,1.9,8.9,1992/1993
Manute Bol,C,29,PHI,71,2,17.8,0.7,1.8,.383,0.0,0.1,.000,0.7,1.7,.412,.383,0.2,0.4,.462,0.8,2.4,3.1,0.3,0.2,2.9,0.6,2.0,1.5,1992/1993
Anthony Bonner,PF,23,SAC,79,18,28.9,3.7,8.3,.447,0.0,0.1,.250,3.7,8.3,.448,.448,1.9,3.1,.627,2.4,3.7,6.1,1.6,1.2,0.3,1.7,2.5,9.4,1992/1993
Anthony Bowie,SG,28,ORL,52,26,33.1,6.0,12.2,.493,0.3,0.8,.386,5.7,11.3,.501,.506,2.3,2.6,.860,1.3,3.4,4.7,3.1,1.1,0.7,2.1,1.9,14.6,1992/1993
Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1992/1993
Sam Bowie,C,30,NJN,71,61,30.7,5.9,13.3,.445,0.1,0.4,.320,5.8,13.0,.448,.449,3.0,3.9,.757,2.9,5.3,8.1,2.6,0.6,1.7,2.1,3.0,15.0,1992/1993
